Simulation:,Density Correction
Angle 63,19409.4188690189,6530.70707826838
Angle 63,19428.1877800366,6497.7471358635
Angle 63,19446.9418221139,6464.71530469236
Angle 63,19465.6809362014,6431.61176645773
Angle 63,19484.4050630455,6398.43670390278
Angle 63,19503.1141431888,6365.19030081498
Angle 63,19521.8081169697,6331.87274202989
Angle 63,19540.4869245234,6298.48421343499
Angle 63,19559.1505057818,6265.0249019735
Angle 63,19577.7988004738,6231.49499564814
Angle 63,19596.4317481259,6197.89468352488
Angle 63,19615.0492880621,6164.2241557367
Angle 63,19633.6513594047,6130.48360348732
Angle 63,19652.2379010744,6096.67321905485
Angle 63,19670.8088517908,6062.79319579552
Angle 63,19689.3641500726,6028.84372814729
Angle 63,19707.9037342383,5994.8250116335
Angle 63,19726.4275424065,5960.73724286648
Angle 63,19744.9355124963,5926.58061955111
Angle 63,19763.4275822277,5892.35534048839
Angle 63,19781.9036891224,5858.06160557898
Angle 63,19800.3637705039,5823.69961582666
Angle 63,19818.8077634981,5789.26957334185
Angle 63,19837.2356050343,5754.77168134504
Angle 63,19855.6472318449,5720.20614417019
Angle 63,19874.0425804669,5685.57316726814
Angle 63,19892.4215872415,5650.87295720995
Angle 63,19910.7841883157,5616.10572169027
Angle 63,19929.1303196421,5581.27166953054
Angle 63,19947.45991698,5546.37101068237
Angle 63,19965.772915896,5511.40395623068
Angle 63,19984.0692517645,5476.37071839691
Angle 63,20002.3488597685,5441.27151054223
Angle 63,20020.6116749004,5406.1065471706
Angle 63,20038.8576319624,5370.87604393189
Angle 63,20057.0866655679,5335.58021762493
Angle 63,20075.2987101414,5300.21928620049
Angle 63,20093.4936999201,5264.79346876431
Angle 63,20111.6715689542,5229.30298557999
Angle 63,20129.832251108,5193.74805807189
Angle 63,20147.9756800605,5158.12890882799
Angle 63,20166.1017893066,5122.44576160269
Angle 63,20184.2105121577,5086.6988413196
Angle 63,20202.3017817426,5050.88837407421
Angle 63,20220.3755310089,5015.01458713665
Angle 63,20238.4316927234,4979.07770895424
Angle 63,20256.4701994732,4943.07796915412
Angle 63,20274.490983667,4907.01559854579
Angle 63,20292.4939775359,4870.89082912359
Angle 63,20310.4791131343,4834.70389406914
Angle 63,20328.4463223412,4798.45502775372
Angle 63,20346.3955368614,4762.14446574067
Angle 63,20364.3266882262,4725.77244478759
Angle 63,20382.2397077948,4689.33920284865
Angle 63,20400.1345267555,4652.84497907675
Angle 63,20418.0110761268,4616.29001382563
Angle 63,20435.8692867586,4579.67454865197
Angle 63,20453.7090893334,4542.99882631739
Angle 63,20471.5304143676,4506.26309079044
Angle 63,20489.3331922128,4469.46758724845
Angle 63,20507.117353057,4432.61256207942
Angle 63,20524.882826926,4395.69826288379
Angle 63,20542.6295436848,4358.72493847615
Angle 63,20560.3574330389,4321.69283888691
Angle 63,20578.0664245357,4284.6022153639
Angle 63,20595.756447566,4247.4533203739
Angle 63,20613.4274313651,4210.24640760409
Angle 63,20631.0793050149,4172.9817319635
Angle 63,20648.7119974449,4135.65954958429
Angle 63,20666.325437434,4098.28011782307
Angle 63,20683.9195536118,4060.84369526205
Angle 63,20701.4942744602,4023.35054171021
Angle 63,20719.0495283155,3985.80091820434
Angle 63,20736.5852433694,3948.19508701001
Angle 63,20754.1013476708,3910.53331162254
Angle 63,20771.5977691278,3872.81585676777
Angle 63,20789.0744355091,3835.04298840288
Angle 63,20806.5312744459,3797.21497371705
Angle 63,20823.9682134335,3759.3320811321
Angle 63,20841.3851798333,3721.39458030298
Angle 63,20858.7821008744,3683.40274211828
Angle 63,20876.1589036557,3645.35683870057
Angle 63,20893.5155151475,3607.25714340671
Angle 63,20910.8518621937,3569.10393082805
Angle 63,20928.1678715133,3530.89747679059
Angle 63,20945.4634697029,3492.638058355
Angle 63,20962.7385832382,3454.32595381658
Angle 63,20979.9931384764,3415.96144270516
Angle 63,20997.2270616581,3377.54480578486
Angle 63,21014.440278909,3339.07632505382
Angle 63,21031.6327162428,3300.55628374379
Angle 63,21048.8042995627,3261.98496631965
Angle 63,21065.9549546635,3223.36265847886
Angle 63,21083.0846072344,3184.68964715077
Angle 63,21100.1931828607,3145.9662204959
Angle 63,21117.280607026,3107.19266790504
Angle 63,21134.346805115,3068.36927999837
Angle 63,21151.3917024152,3029.49634862435
Angle 63,21168.4152241197,2990.57416685864
Angle 63,21185.4172953291,2951.60302900282
Angle 63,21202.3978410546,2912.58323058308
Angle 63,21219.3567862195,2873.51506834877
Angle 63,21236.2940556625,2834.39884027086
Angle 63,21253.2095741398,2795.2348455403
Angle 63,21270.1032663273,2756.02338456631
Angle 63,21286.975056824,2716.76475897445
Angle 63,21303.8248701537,2677.45927160476
Angle 63,21320.6526307681,2638.10722650962
Angle 63,21337.4582630492,2598.70892895163
Angle 63,21354.2416913122,2559.26468540134
Angle 63,21371.002839808,2519.7748035348
Angle 63,21387.7416327261,2480.23959223113
Angle 63,21404.457994197,2440.65936156989
Angle 63,21421.1518482955,2401.03442282834
Angle 63,21437.823119043,2361.36508847864
Angle 63,21454.4717304109,2321.65167218487
Angle 63,21471.0976063229,2281.89448879998
Angle 63,21487.7006706584,2242.09385436262
Angle 63,21504.280847255,2202.25008609382
Angle 63,21520.8380599119,2162.3635023936
Angle 63,21537.3722323926,2122.43442283743
Angle 63,21553.8832884281,2082.46316817254
Angle 63,21570.3711517198,2042.45006031421
Angle 63,21586.8357459426,2002.39542234183
Angle 63,21603.2769947484,1962.29957849488
Angle 63,21619.6948217687,1922.16285416881
Angle 63,21636.089150618,1881.98557591076
Angle 63,21652.4599048973,1841.76807141517
Angle 63,21668.8070081969,1801.51066951926
Angle 63,21685.1303841,1761.2137001984
Angle 63,21701.4299561856,1720.87749456132
Angle 63,21717.7056480324,1680.50238484522
Angle 63,21733.9573832217,1640.08870441073
Angle 63,21750.185085341,1599.63678773678
Angle 63,21766.3886779874,1559.14697041526
Angle 63,21782.5680847711,1518.61958914566
Angle 63,21798.7232293185,1478.05498172946
Angle 63,21814.8540352764,1437.45348706448
Angle 63,21830.960426315,1396.81544513904
Angle 63,21847.0423261316,1356.14119702601
Angle 63,21863.0996584542,1315.43108487674
Angle 63,21879.1323470453,1274.6854519148
Angle 63,21895.1403157054,1233.90464242966
Angle 63,21911.1234882764,1193.08900177015
Angle 63,21927.0817886459,1152.23887633784
Angle 63,21943.0151407507,1111.35461358029
Angle 63,21958.9234685802,1070.4365619841
Angle 63,21974.8066961809,1029.48507106789
Angle 63,21990.6647476594,988.500491375085
Angle 63,22006.497547187,947.483174466597
Angle 63,22022.3050190033,906.433472913348
Angle 63,22038.0870874198,865.351740288657
Angle 63,22053.8436768242,824.238331160485
Angle 63,22069.5747116844,783.09360108354
Angle 63,22085.2801165523,741.917906591232
Angle 63,22100.9598160676,700.711605187495
Angle 63,22116.6137349624,659.47505533846
Angle 63,22132.2417980648,618.208616463982
Angle 63,22147.8439303032,576.912648929034
Angle 63,22163.4200567104,535.587514034939
Angle 63,22178.9701024274,494.233574010478
Angle 63,22194.4939927082,452.851192002836
Angle 63,22209.9916529234,411.440732068412
Angle 63,22225.4630085648,370.002559163483
Angle 63,22240.9079852494,328.53703913472
Angle 63,22256.3265087236,287.044538709562
Angle 63,22271.7185048679,245.52542548644
Angle 63,22287.0838997007,203.980067924858
Angle 63,22302.4226193827,162.40883533533
Angle 63,22317.7345902217,120.812097869165
Angle 63,22333.0197386765,79.1902265081146
Angle 63,22348.2779913613,37.5435930538672
Angle 63,22362.0006474473,0
Angle 64,0,0
Angle 64,30.6000595304648,62.6414196078671
Angle 64,61.1153194588337,125.011245845689
Angle 64,91.5468795906005,187.111998929212
Angle 64,121.895818937989,248.946150307531
Angle 64,152.163196246428,310.516123902651
Angle 64,182.350050504254,371.824297309555
Angle 64,212.457401436305,432.87300295829
Angle 64,242.486249981984,493.664529239533
Angle 64,272.437578758423,554.201121594989
Angle 64,302.312352509264,614.484983573976
Angle 64,332.111518539627,674.518277857424
Angle 64,361.836007137756,734.303127250534
Angle 64,391.486731983846,793.841615645212
Angle 64,421.064590546515,853.135788953416
Angle 64,450.570464467368,912.187656012459
Angle 64,480.00521993409,970.999189463286
Angle 64,509.369708042476,1029.57232660269
Angle 64,538.66476514779,1087.90897021039
Angle 64,567.89121320584,1146.01098935191
Angle 64,597.04986010412,1203.88022015806
Angle 64,626.141499983376,1261.51846658181
Angle 64,655.166913549931,1318.92750113345
Angle 64,684.126868379075,1376.10906559471
Angle 64,713.022119209847,1433.06487171257
Angle 64,741.853408231484,1489.79660187347
Angle 64,770.621465361838,1546.3059097586
Angle 64,799.327008518015,1602.59442098081
Angle 64,827.970743879518,1658.66373370401
Angle 64,856.553366144117,1714.51541924525
Angle 64,885.07555877672,1770.1510226605
Angle 64,913.537994251447,1825.57206331426
Angle 64,941.941334287145,1880.78003543386
Angle 64,970.286230076563,1935.77640864871
Angle 64,998.573322509373,1990.56262851516
Angle 64,1026.80324238926,2045.14011702727
Angle 64,1054.97661064523,2099.51027311418
Angle 64,1083.09403853743,2153.67447312417
Angle 64,1111.15612785744,2207.6340712962
Angle 64,1139.16347112349,2261.39040021904
Angle 64,1167.1166517705,2314.94477127852
Angle 64,1195.01624433529,2368.29847509323
Angle 64,1222.86281463703,2421.45278193909
Angle 64,1250.65691995306,2474.40894216298
Angle 64,1278.39910919028,2527.16818658598
Angle 64,1306.08992305221,2579.73172689632
Angle 64,1333.72989420183,2632.10075603255
Angle 64,1361.31954742041,2684.27644855708
Angle 64,1388.85939976233,2736.25996102043
Angle 64,1416.34996070612,2788.0524323165
Angle 64,1443.7917323018,2839.65498402908
Angle 64,1471.18520931455,2891.06872076988
Angle 64,1498.53087936496,2942.29473050835
Angle 64,1525.82922306586,2993.33408489345
Angle 64,1553.0807141558,3044.18783956772
Angle 64,1580.28581962945,3094.8570344738
Angle 64,1607.44499986477,3145.34269415364
Angle 64,1634.55870874725,3195.64582804055
Angle 64,1661.62739379118,3245.76743074444
Angle 64,1688.65149625805,3295.70848233028
Angle 64,1715.63145127227,3345.46994859009
Angle 64,1742.56768793408,3395.05278130853
Angle 64,1769.46062942993,3444.45791852245
Angle 64,1796.31069314033,3493.68628477432
Angle 64,1823.11829074513,3542.73879135994
Angle 64,1849.88382832653,3591.61633657044
Angle 64,1876.60770646963,3640.31980592884
Angle 64,1903.29032036082,3688.85007242117
Angle 64,1929.93205988385,3737.20799672244
Angle 64,1956.53330971382,3785.39442741757
Angle 64,1983.09444940909,3833.41020121732
Angle 64,2009.61585350109,3881.25614316946
Angle 64,2036.09789158217,3928.93306686532
Angle 64,2062.54092839158,3976.44177464168
Angle 64,2088.94532389945,4023.78305777837
Angle 64,2115.31143338911,4070.95769669147
Angle 64,2141.63960753742,4117.96646112234
Angle 64,2167.93019249356,4164.81011032261
Angle 64,2194.18352995603,4211.48939323508
Angle 64,2220.39995724799,4258.00504867088
Angle 64,2246.57980739105,4304.3578054828
Angle 64,2272.7234091775,4350.54838273486
Angle 64,2298.83108724093,4396.57748986843
Angle 64,2324.90316212549,4442.44582686478
Angle 64,2350.93995035361,4488.15408440424
Angle 64,2376.94176449235,4533.70294402201
Angle 64,2402.90891321837,4579.0930782608
Angle 64,2428.84170138155,4624.32515082026
Angle 64,2454.74043006732,4669.39981670336
Angle 64,2480.60539665768,4714.31772235971
Angle 64,2506.43689489104,4759.07950582609
Angle 64,2532.2352149208,4803.68579686394
Angle 64,2558.00064337271,4848.13721709423
Angle 64,2583.73346340119,4892.4343801295
Angle 64,2609.43395474441,4936.57789170332
Angle 64,2635.10239377832,4980.56834979712
Angle 64,2660.73905356963,5024.40634476451
Angle 64,2686.34420392768,5068.0924594531
Angle 64,2711.91811145533,5111.62726932401
Angle 64,2737.46103959889,5155.01134256892
Angle 64,2762.97324869695,5198.24524022487
Angle 64,2788.45499602842,5241.32951628683
Angle 64,2813.90653585949,5284.26471781811
Angle 64,2839.3281194898,5327.05138505853
Angle 64,2864.71999529767,5369.69005153062
Angle 64,2890.08240878443,5412.18124414374
Angle 64,2915.415602618,5454.52548329616
Angle 64,2940.71981667555,5496.72328297526
Angle 64,2965.99528808537,5538.77515085581
Angle 64,2991.24225126804,5580.68158839639
Angle 64,3016.46093797668,5622.44309093396
Angle 64,3041.65157733657,5664.06014777674
Angle 64,3066.81439588397,5705.53324229526
Angle 64,3091.94961760424,5746.86285201174
Angle 64,3117.05746396925,5788.04944868791
Angle 64,3142.1381539741,5829.09349841105
Angle 64,3167.19190417319,5869.99546167854
Angle 64,3192.21892871557,5910.75579348086
Angle 64,3217.21943937972,5951.37494338308
Angle 64,3242.19364560765,5991.85335560476
Angle 64,3267.14175453841,6032.19146909858
Angle 64,3292.06397104098,6072.3897176274
Angle 64,3316.96049774657,6112.44852984001
Angle 64,3341.83153508035,6152.36832934549
Angle 64,3366.67728129264,6192.14953478624
Angle 64,3391.49793248949,6231.79255990976
Angle 64,3416.29368266276,6271.29781363906
Angle 64,3441.06472371966,6310.66570014194
Angle 64,3465.8112455118,6349.89661889896
Angle 64,3490.53343586365,6388.99096477026
Angle 64,3515.2314806006,6427.94912806119
Angle 64,3539.9055635765,6466.77149458684
Angle 64,3564.55586670068,6505.45844573537
Angle 64,3589.18256996455,6544.01035853034
Angle 64,3613.78585146777,6582.42760569188
Angle 64,3638.36588744389,6620.71055569688
Angle 64,3662.92285228561,6658.85957283809
Angle 64,3687.4569185696,6696.87501728224
Angle 64,3711.96825708093,6734.75724512718
Angle 64,3736.457036837,6772.50660845805
Angle 64,3760.92342511117,6810.12345540247
Angle 64,3785.36758745591,6847.60813018481
Angle 64,3809.78968772565,6884.96097317963
Angle 64,3834.18988809914,6922.18232096408
Angle 64,3858.56834910155,6959.27250636957
Angle 64,3882.92522962612,6996.23185853246
Angle 64,3907.26068695551,7033.06070294404
Angle 64,3931.57487678277,7069.75936149954
Angle 64,3955.86795323196,7106.32815254647
Angle 64,3980.14006887846,7142.76739093207
Angle 64,4004.39137476894,7179.07738805007
Angle 64,4028.62202044098,7215.25845188656
Angle 64,4052.83215394242,7251.31088706527
Angle 64,4077.02192185036,7287.23499489203
Angle 64,4101.19146928987,7323.03107339851
Angle 64,4125.3409399524,7358.69941738527
Angle 64,4149.47047611391,7394.24031846416
Angle 64,4173.58021865265,7429.65406509997
Angle 64,4197.67030706677,7464.94094265147
Angle 64,4221.74087949153,7500.10123341181
Angle 64,4245.79207271634,7535.13521664822
Angle 64,4269.82402220145,7570.04316864111
Angle 64,4293.83686209445,7604.82536272263
Angle 64,4317.83072524645,7639.48206931447
Angle 64,4341.80574322805,7674.01355596524
Angle 64,4365.76204634506,7708.42008738715
Angle 64,4389.69976365395,7742.70192549215
Angle 64,4413.6190229771,7776.85932942755
Angle 64,4437.51995091775,7810.89255561103
Angle 64,4461.40267287481,7844.80185776518
Angle 64,4485.2673130574,7878.58748695141
Angle 64,4509.11399449911,7912.24969160348
Angle 64,4532.94283907217,7945.78871756037
Angle 64,4556.75396750129,7979.20480809878
Angle 64,4580.54749937736,8012.49820396505
Angle 64,4604.32355317091,8045.66914340663
Angle 64,4628.08224624538,8078.71786220308
Angle 64,4651.82369487018,8111.64459369661
Angle 64,4675.54801423358,8144.44956882213
Angle 64,4699.25531845541,8177.1330161369
Angle 64,4722.94572059949,8209.69516184966
Angle 64,4746.61933268601,8242.13622984946
Angle 64,4770.27626570362,8274.45644173391
Angle 64,4793.9166296214,8306.65601683713
Angle 64,4817.54053340062,8338.73517225721
Angle 64,4841.14808500632,8370.69412288336
Angle 64,4864.73939141879,8402.53308142253
Angle 64,4888.31455864482,8434.25225842578
Angle 64,4911.87369172877,8465.85186231416
Angle 64,4935.41689476357,8497.3320994043
Angle 64,4958.94427090143,8528.69317393355
Angle 64,4982.45592236455,8559.93528808481
Angle 64,5005.95195045551,8591.05864201101
Angle 64,5029.43245556768,8622.06343385917
Angle 64,5052.89753719533,8652.94985979422
Angle 64,5076.34729394371,8683.71811402238
Angle 64,5099.7818235389,8714.36838881428
Angle 64,5123.20122283759,8744.90087452769
Angle 64,5146.60558783669,8775.31575963002
Angle 64,5169.99501368279,8805.61323072038
Angle 64,5193.36959468151,8835.79347255145
Angle 64,5216.72942430671,8865.85666805095
Angle 64,5240.07459520959,8895.80299834287
Angle 64,5263.40519922762,8925.63264276837
Angle 64,5286.7213273934,8955.34577890642
Angle 64,5310.02306994332,8984.9425825941
Angle 64,5333.31051632622,9014.42322794672
Angle 64,5356.58375521178,9043.7878873775
Angle 64,5379.84287449894,9073.03673161718
Angle 64,5403.08796132409,9102.16992973318
Angle 64,5426.31910206922,9131.18764914862
Angle 64,5449.53638236992,9160.09005566101
Angle 64,5472.73988712328,9188.87731346071
Angle 64,5495.92970049571,9217.54958514919
Angle 64,5519.10590593059,9246.10703175692
Angle 64,5542.26858615587,9274.54981276114
Angle 64,5565.41782319159,9302.87808610333
Angle 64,5588.5536983572,9331.09200820645
Angle 64,5611.67629227886,9359.19173399197
Angle 64,5634.78568489665,9387.17741689667
Angle 64,5657.88195547164,9415.04920888916
Angle 64,5680.96518259285,9442.80726048629
Angle 64,5704.0354441842,9470.45172076922
Angle 64,5727.0928175113,9497.98273739938
Angle 64,5750.13737918813,9525.40045663413
Angle 64,5773.1692051837,9552.70502334232
Angle 64,5796.18837082859,9579.89658101954
Angle 64,5819.19495082138,9606.97527180323
Angle 64,5842.18901923504,9633.94123648758
Angle 64,5865.1706495232,9660.79461453822
Angle 64,5888.13991452632,9687.53554410678
Angle 64,5911.09688647787,9714.16416204515
Angle 64,5934.04163701031,9740.68060391968
Angle 64,5956.9742371611,9767.0850040251
Angle 64,5979.89475737851,9793.37749539834
Angle 64,6002.80326752751,9819.55820983209
Angle 64,6025.69983689543,9845.62727788824
Angle 64,6048.58453419764,9871.58482891116
Angle 64,6071.45742758313,9897.43099104078
Angle 64,6094.31858464003,9923.16589122551
Angle 64,6117.16807240102,9948.78965523499
Angle 64,6140.00595734872,9974.30240767271
Angle 64,6162.83230542096,9999.70427198843
Angle 64,6185.64718201604,10024.9953704905
Angle 64,6208.4506519979,10050.1758243579
Angle 64,6231.24277970115,10075.2457536524
Angle 64,6254.0236289362,10100.2052773301
Angle 64,6276.79326299412,10125.0545132536
Angle 64,6299.55174465163,10149.7935782028
Angle 64,6322.29913617591,10174.422587887
Angle 64,6345.03549932934,10198.9416569559
Angle 64,6367.76089537429,10223.3508990106
Angle 64,6390.47538507771,10247.6504266147
Angle 64,6413.17902871579,10271.840351305
Angle 64,6435.87188607846,10295.9207836025
Angle 64,6458.55401647386,10319.8918330229
Angle 64,6481.22547873283,10343.7536080867
Angle 64,6503.88633121321,10367.5062163299
Angle 64,6526.5366318042,10391.1497643143
Angle 64,6549.17643793062,10414.6843576371
Angle 64,6571.80580655708,10438.1101009414
Angle 64,6594.42479419219,10461.4270979256
Angle 64,6617.03345689262,10484.6354513534
Angle 64,6639.63185026716,10507.7352630632
Angle 64,6662.22002948075,10530.726633978
Angle 64,6684.79804925838,10553.6096641142
Angle 64,6707.36596388904,10576.3844525912
Angle 64,6729.92382722953,10599.0510976406
Angle 64,6752.47169270832,10621.6096966152
Angle 64,6775.00961332925,10644.0603459979
Angle 64,6797.53764167526,10666.4031414106
Angle 64,6820.05582991207,10688.6381776226
Angle 64,6842.56422979179,10710.76554856
Angle 64,6865.06289265649,10732.7853473135
Angle 64,6887.55186944172,10754.6976661471
Angle 64,6910.03121068001,10776.5025965067
Angle 64,6932.50096650433,10798.2002290277
Angle 64,6954.96118665143,10819.7906535439
Angle 64,6977.41192046526,10841.273959095
Angle 64,6999.85321690027,10862.650233935
Angle 64,7022.28512452466,10883.9195655396
Angle 64,7044.70769152364,10905.0820406143
Angle 64,7067.12096570262,10926.1377451022
Angle 64,7089.52499449036,10947.0867641913
Angle 64,7111.91982494208,10967.929182322
Angle 64,7134.30550374256,10988.6650831951
Angle 64,7156.68207720915,11009.2945497784
Angle 64,7179.04959129481,11029.8176643146
Angle 64,7201.40809159103,11050.2345083282
Angle 64,7223.75762333079,11070.5451626323
Angle 64,7246.09823139145,11090.7497073366
Angle 64,7268.42996029759,11110.8482218532
Angle 64,7290.75285422386,11130.8407849043
Angle 64,7313.06695699774,11150.7274745288
Angle 64,7335.37231210229,11170.5083680888
Angle 64,7357.6689626789,11190.1835422764
Angle 64,7379.95695152994,11209.7530731206
Angle 64,7402.23632112142,11229.2170359931
Angle 64,7424.50711358565,11248.5755056157
Angle 64,7446.76937072376,11267.8285560658
Angle 64,7469.02313400829,11286.976260783
Angle 64,7491.26844458572,11306.0186925759
Angle 64,7513.50534327895,11324.9559236272
Angle 64,7535.73387058976,11343.7880255008
Angle 64,7557.95406670124,11362.5150691472
Angle 64,7580.1659714802,11381.13712491
Angle 64,7602.36962447954,11399.6542625312
Angle 64,7624.56506494058,11418.0665511578
Angle 64,7646.75233179537,11436.3740593468
Angle 64,7668.93146366899,11454.5768550717
Angle 64,7691.1024988818,11472.6750057274
Angle 64,7713.26547545167,11490.6685781368
Angle 64,7735.42043109617,11508.5576385552
Angle 64,7757.56740323473,11526.3422526768
Angle 64,7779.70642899083,11544.0224856396
Angle 64,7801.83754519407,11561.598402031
Angle 64,7823.9607883823,11579.0700658931
Angle 64,7846.07619480365,11596.4375407278
Angle 64,7868.18380041859,11613.7008895025
Angle 64,7890.28364090195,11630.8601746546
Angle 64,7912.3757516449,11647.9154580974
Angle 64,7934.46016775692,11664.8668012245
Angle 64,7956.53692406772,11681.7142649152
Angle 64,7978.60605512918,11698.4579095396
Angle 64,8000.66759521722,11715.0977949629
Angle 64,8022.72157833371,11731.6339805511
Angle 64,8044.76803820823,11748.0665251753
Angle 64,8066.80700829997,11764.3954872167
Angle 64,8088.83852179951,11780.620924571
Angle 64,8110.86261163056,11796.7428946537
Angle 64,8132.87931045173,11812.7614544044
Angle 64,8154.88865065828,11828.6766602912
Angle 64,8176.8906643838,11844.4885683157
Angle 64,8198.88538350191,11860.1972340172
Angle 64,8220.8728396279,11875.8027124774
Angle 64,8242.85306412041,11891.3050583248
Angle 64,8264.82608808303,11906.7043257388
Angle 64,8286.79194236589,11922.0005684546
Angle 64,8308.75065756727,11937.1938397669
Angle 64,8330.70226403512,11952.2841925347
Angle 64,8352.64679186863,11967.2716791854
Angle 64,8374.58427091974,11982.1563517187
Angle 64,8396.51473079464,11996.9382617112
Angle 64,8418.43820085523,12011.6174603203
Angle 64,8440.35471022062,12026.1939982882
Angle 64,8462.26428776854,12040.6679259461
Angle 64,8484.16696213677,12055.0392932184
Angle 64,8506.06276172455,12069.3081496263
Angle 64,8527.95171469394,12083.4745442918
Angle 64,8549.83384897122,12097.5385259422
Angle 64,8571.70919224824,12111.500142913
Angle 64,8593.57777198371,12125.3594431526
Angle 64,8615.43961540454,12139.1164742258
Angle 64,8637.29474950716,12152.7712833174
Angle 64,8659.14320105873,12166.3239172364
Angle 64,8680.98499659848,12179.7744224192
Angle 64,8702.82016243889,12193.1228449337
Angle 64,8724.64872466695,12206.3692304829
Angle 64,8746.47070914538,12219.5136244084
Angle 64,8768.28614151377,12232.5560716939
Angle 64,8790.09504718984,12245.4966169692
Angle 64,8811.89745137051,12258.3353045133
Angle 64,8833.69337903314,12271.0721782582
Angle 64,8855.48285493657,12283.7072817923
Angle 64,8877.26590362231,12296.2406583638
Angle 64,8899.04254941558,12308.6723508843
Angle 64,8920.81281642644,12321.0024019321
Angle 64,8942.57672855082,12333.2308537555
Angle 64,8964.33430947162,12345.3577482765
Angle 64,8986.08558265969,12357.3831270937
Angle 64,9007.83057137491,12369.307031486
Angle 64,9029.56929866717,12381.1295024155
Angle 64,9051.30178737737,12392.8505805311
Angle 64,9073.02806013841,12404.4703061718
Angle 64,9094.74813937616,12415.9887193693
Angle 64,9116.4620473104,12427.4058598522
Angle 64,9138.16980595577,12438.721767048
Angle 64,9159.87143712271,12449.9364800875
Angle 64,9181.56696241833,12461.0500378067
Angle 64,9203.25640324738,12472.062478751
Angle 64,9224.93978081307,12482.9738411774
Angle 64,9246.617116118,12493.7841630584
Angle 64,9268.28842996499,12504.4934820841
Angle 64,9289.95374295792,12515.1018356662
Angle 64,9311.61307550262,12525.6092609403
Angle 64,9333.26644780763,12536.0157947691
Angle 64,9354.91387988507,12546.3214737457
Angle 64,9376.5553915514,12556.526334196
Angle 64,9398.19100242824,12566.6304121821
Angle 64,9419.82073194313,12576.6337435047
Angle 64,9441.44459933029,12586.5363637068
Angle 64,9463.06262363142,12596.3383080756
Angle 64,9484.67482369636,12606.0396116463
Angle 64,9506.28121818393,12615.6403092042
Angle 64,9527.88182556255,12625.1404352881
Angle 64,9549.47666411103,12634.5400241928
Angle 64,9571.06575191922,12643.8391099717
Angle 64,9592.64910688873,12653.0377264403
Angle 64,9614.22674673358,12662.1359071781
Angle 64,9635.7986889809,12671.1336855322
Angle 64,9657.36495097159,12680.0310946194
Angle 64,9678.92554986094,12688.828167329
Angle 64,9700.48050261929,12697.524936326
Angle 64,9722.02982603265,12706.1214340531
Angle 64,9743.57353670335,12714.6176927341
Angle 64,9765.11165105059,12723.0137443761
Angle 64,9786.64418531112,12731.309620772
Angle 64,9808.17115553976,12739.5053535039
Angle 64,9829.69257761004,12747.6009739449
Angle 64,9851.20846721474,12755.5965132621
Angle 64,9872.71883986646,12763.4920024195
Angle 64,9894.22371089818,12771.2874721799
Angle 64,9915.72309546384,12778.9829531081
Angle 64,9937.21700853883,12786.5784755731
Angle 64,9958.70546492053,12794.074069751
Angle 64,9980.18847922889,12801.4697656272
Angle 64,10001.6660659069,12808.7655929992
Angle 64,10023.138239221,12815.9615814788
Angle 64,10044.6050132618,12823.0577604953
Angle 64,10066.0664019445,12830.054159297
Angle 64,10087.5224190091,12836.9508069548
Angle 64,10108.9730780214,12843.7477323638
Angle 64,10130.418392373,12850.4449642463
Angle 64,10151.858375282,12857.042531154
Angle 64,10173.2930397933,12863.5404614706
Angle 64,10194.7223987792,12869.9387834144
Angle 64,10216.14646494,12876.2375250402
Angle 64,10237.5652508039,12882.4367142424
Angle 64,10258.978768728,12888.5363787571
Angle 64,10280.3870308982,12894.5365461644
Angle 64,10301.7900493303,12900.4372438912
Angle 64,10323.1878358697,12906.2384992131
Angle 64,10344.5804021921,12911.9403392573
Angle 64,10365.9677598042,12917.5427910046
Angle 64,10387.3499200435,12923.045881292
Angle 64,10408.7268940792,12928.4496368149
Angle 64,10430.0986929121,12933.7540841298
Angle 64,10451.4653273756,12938.9592496562
Angle 64,10472.8268081355,12944.0651596792
Angle 64,10494.1831456906,12949.0718403521
Angle 64,10515.5343503731,12953.9793176981
Angle 64,10536.880432349,12958.7876176133
Angle 64,10558.221401618,12963.4967658685
Angle 64,10579.5572680147,12968.1067881119
Angle 64,10600.8880412079,12972.6177098713
Angle 64,10622.213730702,12977.0295565563
Angle 64,10643.5343458364,12981.3423534605
Angle 64,10664.8498957864,12985.5561257644
Angle 64,10686.1603895634,12989.6708985368
Angle 64,10707.4658360151,12993.6866967378
Angle 64,10728.7662438259,12997.6035452209
Angle 64,10750.0616215172,13001.4214687351
Angle 64,10771.3519774477,13005.1404919271
Angle 64,10792.6373198138,13008.7606393442
Angle 64,10813.9176566497,13012.2819354356
Angle 64,10835.1929958278,13015.7044045555
Angle 64,10856.4633450592,13019.0280709648
Angle 64,10877.7287118934,13022.2529588338
Angle 64,10898.9891037194,13025.3790922439
Angle 64,10920.2445277652,13028.4064951904
Angle 64,10941.4949910988,13031.3351915843
Angle 64,10962.7405006277,13034.1652052547
Angle 64,10983.9810630999,13036.8965599512
Angle 64,11005.2166851038,13039.5292793456
Angle 64,11026.4473730683,13042.0633870349
Angle 64,11047.6731332635,13044.4989065426
Angle 64,11068.8939718007,13046.8358613217
Angle 64,11090.1098946328,13049.0742747565
Angle 64,11111.3209075542,13051.2141701648
